id	name	rarity	description	requirements	effects	end
1879	Northmen! Raiders have sailed 	0	Northmen! Raiders have sailed up the river to pillage the poorly defended land.	rare 8|freshwater 1|maxdef 15|noseason 3|code -14|code 0	code 0|com 2532|4d6units 2531|2d6units 2533|2com 2533	
1880	A small band of northmen has b	0	A small band of northmen has been encountered. It seemed they were scouting the area. 	rare 2|coast 1|maxdef 18|noseason 3|code -14|code 0	code -15|com 2533|1d6units 2531|1d6units 2533	
1881	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen! Your people cry your name in anguish while raiders from the sea bear down upon the land. 	rare 6|coast 1|maxdef 18|noseason 3|code -14|code 0	code 0|com 2532|6d6units 2531|4d6units 2533|2com 2533	
1882	The Scourge of the Northmen ha	13	The Scourge of the Northmen has been put to an end, their false Idol destroyed and their elders put to the sword by one of the Pretender Gods. No more will they be sent to plunder across the seas.	unique 1|code -18	code 0|resetcode -14|resetcode -15	
1883	Bands of raiding northmen have	0	Bands of raiding northmen have killed and plundered in the borderlands! Virgins were spared and transported towards their main camp.	rare 40|code -14|unique 5|land 1|code 0|story 1	code -72|kill 2|taxboost -40|unrest 15	
1884	The sorcerous Idol of the Nort	13	The sorcerous Idol of the Northmen has been paid tribute in virgin blood! ItÂ´s burgeoning power can be felt emanating from ##landname##.	story 1|unique 1|mnr 2449|code -14|code -72	resetcode -72|addequip 1|bloodboost 1|revealprov 1	
1885	The Idol of the Northmen has b	13	The Idol of the Northmen has been libated in virgin blood! It is growing in power.	story 1|unique 5|mnr 2449|code -14|code -72	resetcode -72|addequip 1|deathboost 1|com 2532|bloodboost 1	
1886	The Idol has cast a powerful e	13	The Idol has cast a powerful enchantment! Reaching into the realm of the fallen warriors, it has summoned them back to fight alongside his mortal servants!	story 1|0x4600 3|unique 1|0xE000 5|mnr 2449|code -14	code -73|deathboost 1|com 2194|4d6units 915|4d6units 2119|0x6F00 6	
1887	The northmen attacks have decr	13	The northmen attacks have decreased in number. Instead, the Idol seems to be consolidating its power in ##landname##.	monster 2449|code -73	code -85|revealprov 1|4d6units 2531|2d6units 2533|3d6units 2190	
1888	The idol consolidates its powe	0	The idol consolidates its power.	rare 25|unique 6|story 1|code -85	2com 2194|4d6units 2531|2d6units 2533|2d6units 2190|2com 2190	
1889	The idol grants its followers 	0	The idol grants its followers power.	rare 15|unique 5|story 1|code -85	pathboost 5	
1890	The idol grants its followers 	0	The idol grants its followers power.	rare 15|unique 5|story 1|code -85	pathboost 7	
1891	The idol grants its followers 	0	The idol grants its followers boons.	rare 15|unique 5|story 1|0xE300 1|code -85	addequip 2	
1892	The idol grants its followers 	0	The idol grants its followers boons.	rare 15|unique 5|story 1|targpath1 1|code -85	addequip 1	
1893	The idols host grows.	0	The idols host grows.	rare 10|unique 3|story 1|code -85	2com 2194|2d6units 2531|1d6units 2533|1d6units 2190|2com 2190	
1894	The idol gets gems and power.	0	The idol gets gems and power.	rare 7|unique 1|story 1|mnr 2449|code -85	bloodboost 1|addequip 1|1d6units 638	
1895	The idol gets power.	0	The idol gets power.	rare 7|unique 2|story 1|mnr 2449|code -85	astralboost 1|1d6units 638	
1896	The idol gets gems and power.	0	The idol gets gems and power.	rare 7|unique 3|story 1|mnr 2449|code -85	deathboost 1|addequip 1|1d6units 638	
1897	Northmen are raiding the coast	0	Northmen are raiding the coast, but seem to avoid battle.	0x5400 28|rare 3|coast 1|maxdef 16|code -85	kill 1|unrest 10	
1898	The Idol of the northmen is st	0	The Idol of the northmen is still unopposed! Now strong in magic, it has sent fiends of the nether realms to punish this province!	rare 1|land 1|maxdef 16|code -85	2com 638|2d6units 638	
1899	The Northmen and their siniste	0	The Northmen and their sinister allies are claiming this land! [Hall of the Draugadrott]	site 0|rare 10|land 1|unique 2|code 0|code -85	code -86|2com 2194|4d6units 2531|4d6units 2533|4d6units 2190	
1900	The northmen have been driven 	0	The northmen have been driven away! Some of their plunder was salvaged. People in the area are finding faith and hope anew! 	nomonster 2194|land 1|code -87|code -86	code 0|unrest -20|incdom 3|gold 300|magicitem 2	
1901	The northmen settle. [Hall of 	0	The northmen settle. [Hall of the Draugadrott]	site 1|monster 2194|rare 25|story 1|land 1|code -86|unique 1	code -87|3d6units 2531|3d6units 2533|2d6units 2190|newsite -1	
1902	The northmen strengthen their 	0	The northmen strengthen their hold.	story 1|mnr 2194|unique 4|rare 13|land 1|code -87	deathboost 1|addequip 1|3d6units 2531|3d6units 2533|2d6units 2190	
1903	The Draugadrottir have come to	0	The Draugadrottir have come to claim a land to rule under the waves!	story 1|rare 10|land 0|unique 1|code 0|code -85|0x5400 28	code -86|2com 2194|deathboost 1|5d6units 2190	
1904	The draug settle. [Hall of the	0	The draug settle. [Hall of the Draugadrott]	monster 2194|rare 25|story 1|land 0|code -86	code -87|newsite -1|2d6units 2190	
1905	The draug strengthen their hol	0	The draug strengthen their hold.	story 1|mnr 2194|unique 6|rare 13|land 0|code -87	deathboost 1|addequip 1|2d6units 2190	
1906	The Draug have been driven awa	0	The Draug have been driven away! People find faith and hope anew! Some of their plunder was salvaged. People in the area are finding faith and hope anew! 	nomonster 2194|land 0|story 1|code -87|code -86	code 0|unrest -20|incdom 3|gold 300|magicitem 2	
1907	The draugadrott gain power.	0	The draugadrott gain power.	story 1|unique 2|land 0|mnr 2194|code -87	deathboost 1|waterboost 1|addequip 1	
1908	The draugadrott gain power.	0	The draugadrott gain power.	story 1|unique 2|land 1|mnr 2194|code -87	deathboost 1|waterboost 1|addequip 1	
1909	The Sorcerous Idol has sent a 	0	The Sorcerous Idol has sent a demon to slay one of your commanders.	rare 1|commander 1|code -85	assassin 638	
1910	The Idol has cursed your advan	0	The Idol has cursed your advancing army!	rare 50|unique 2|mintroops 50|code -85	curse 20	
1911	The Idol has quested out with 	1	The Idol has quested out with its powerful force of will and struck one of your mages!	targpath1 53|targpath4 0|code -85	gainaff 33554432	
1912	The Idol has quested out with 	0	The Idol has quested out with its powerful force of will and struck one of your mages!	targpath1 53|targpath4 0|rare 50|unique 3|code -85	gainaff 33554432	
1913	The idol grants its followers 	0	The idol grants its followers boons. [Black Bow of Botulf]	rare 15|unique 2|story 1|mnr 1|code -85	addequip 9	
1914	The idol grants its followers 	0	The idol grants its followers boons. [Flesh Eater]	rare 15|unique 2|story 1|mnr 1|code -85	addequip 9	
1915	The idol grants its followers 	0	The idol grants its followers boons. [Horror Helmet]	rare 15|unique 2|story 1|mnr 1|code -85	addequip 9	
1916	The idol grants its followers 	0	The idol grants its followers boons. [Ring of the Warrior]	rare 15|unique 2|story 1|mnr 1|code -85	addequip 9	
1917	The Sorcerous Idol has sent a 	0	The Sorcerous Idol has sent a demon to slay one of your commanders.	rare 55|commander 1|unique 4|mintroops 10|code -85	assassin 638	
1918	Dead have risen to attack your	0	Dead have risen to attack your army! Surely, some sorcerous evil must be behind this.	rare 55|unique 2|mintroops 20|fort 0|code -85	4com -2|12d6units -2|12d6units -15	
1919	The Idol raises fallen warrior	0	The Idol raises fallen warriors to serve once more.	story 1|rare 30|unique 3|code -73	3d6units 915|com 2194|deathboost 1|addequip 1|2d6units 2190	
1920	The Idol is behung with offeri	0	The Idol is behung with offerings. [Wound Fend Amulet]	story 1|rare 30|unique 1|mnr 2449|code -73	addequip 9	
1921	A fleet of Dragon-headed ships	0	A fleet of Dragon-headed ships have been sighted at sea.	rare 3|coast 1|maxdef 19|code -73|code 0	code -74	
1922	A fleet of Dragon-headed ships	0	A fleet of Dragon-headed ships have been sighted at sea.	rare 2|coast 1|maxdef 19|code -85|0x5400 28|code 0	code -74	
1923	Northmen have attacked from th	0	Northmen have attacked from the sea! Among their numbers are undead warriors that put fear into the hearts of even the bravest of men.	maxdef 19|maxtroops 20|rare 80|code -74	code 0|com 2532|4d6units 2531|4d6units 2533|2com 2190|3d6units 2190	
1924	Northmen have attacked from th	0	Northmen have attacked from the sea! Among their numbers are undead warriors that put fear into the hearts of even the bravest of men.	coast 1|maxdef 19|rare 4|code -73|land 1	com 2532|4d6units 2531|4d6units 2533|2com 2190|1d6units 2190	
1925	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen and their pagan God! Your people cry your name in anguish while raiders from the sea bear down upon the land. The dead fight alongside their living kin!	rare 9|coast 1|maxdef 15|code -73	2com 2119|com 2532|gainaff 549755813888|6d6units 2531|6d6units 2119|2com 2533	
1926	Longships have been repelled f	0	Longships have been repelled from our shores by brave defenders! People praise their Lord!	rare 10|mindef 20|code -74	code 0|incdom 3	
1927	Longships have been repelled f	0	Longships have been repelled from our shores by brave defenders! People praise their Lord!	rare 3|coast 1|mindef 20|code -73	incdom 3	
1928	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen! Raiders have sailed up the river to pillage the poorly defended land. 	rare 7|freshwater 1|maxdef 10|noseason 3|code -73	com 2532|8d6units 2531|4d6units 2533|2com 2533	
1929	Lord save us from the wrath of	0	Lord save us from the wrath of the Northmen! A deadly cold rises from the sea when unhuman warriors come to slay the living, envious of their warmth.	rare 2|coast 1|maxdef 18|code -73	com 2194|3d6units 2190|6d6units 2119|2com 2190	
1930	The Idol is behung with offeri	0	The Idol is behung with offerings. [Effigy of War]	rare 20|unique 1|mnr 2449|code -73	addequip 9	
1931	The frozen seas have stopped t	13	The frozen seas have stopped the attacks from the northmen!	ench 28|code -14	resetcode -14|resetcode -15|resetcode -72	
1932	The frozen seas have stopped t	13	The frozen seas have stopped the attacks from the northmen, forcing the Idol to consolidate its power in ##landname##.	ench 28|code -73	code -85|revealprov 1	
1933	Demonic event, during Looming 	0	Demonic event, during Looming Hell.	ench 42|rare 1|land 1|code 0	code -49|notext 1	
1934	Fertility event in forest, dur	0	Fertility event in forest, during enchanted forest.	land 1|rare 1|ench 24|forest 1|code 0	code -26|notext 1	
1935	A strange and sinister cult ha	2	A strange and sinister cult has gained foothold among the people.	temple 0|land 1|maxdominion 3|freesites 1|unique 2|code 0|0x4600 1	code 166|incdom -3	
1936	The mysterious Cult is gaining	0	The mysterious Cult is gaining followers and influence! Priests should be sent to lead the lost into the fold. Only the strength of your divine presence will purge this Evil from the land!	rare 25|maxdominion 5|code 166	0x6B00 1|code 167|incdom -2	
1937	Your divine presence has purge	0	Your divine presence has purged Evil from the land, aided by some summary executions of Cult worshipers.	dominion 6|code 167	code 0	
1938	Your priests has purged Evil f	0	Your priests has purged Evil from the land, aided by some summary executions of Cult worshipers.	dominion 3|preach 5|code 167	code 0	
1939	The Horror Cult has taken root	0	The Horror Cult has taken root! People pay secret offerings to these alien powers, foolishly hoping to escape their wrath. Their souls have been lost and further prayers to save them are futile.	rare 15|maxdominion 5|code 167	code 168|incdom -3|incscale2 Turmoil	
1940	A leader of the Horror Cult is	0	A leader of the Horror Cult is spreading his blasphemies in secret! Unless found and dealt with, the Cult will grow in power and influence!	rare 5|code 168	stealthcom 2275|incdom -3	
1941	Attracted by the activities of	0	Attracted by the activities of the local Cult, Evil has struck the land!	code 168|rare 3	kill 4|com 308	
1942	Attracted by the activities of	0	Attracted by the activities of the local Cult, Evil has struck the land!	monster 2275|code 168|rare 7	kill 4|com 308	
1943	Attracted by the activities of	0	Attracted by the activities of the local Cult, Evil has struck the land! 	monster 2275|code 168|rare 3	kill 4|com 2213	
1944	A Horror has attacked one of y	1	A Horror has attacked one of your commanders!	commander 1|code 168|rare 3	assassin 2212	
